"Gender","MaritalStatus","NumDependents","Age","Income","EducationLevel","Tenure","CustomerSegment","CommChannel","CreditScore","CreditHistLength","OutstandingLoans","Churn","Balance","NumProducts","NumComplaints"
"Female","Divorced",2,45,11222.19,"Master's",5,"Retail","Phone",799,18,14330.13,"0",175411.77,2,3
"Female","Divorced",4,62,27397.79,"Bachelor's",2,"Retail","Phone",718,27,29611.96,"0",161650.21,5,5
"Male","Married",2,51,87336,"Diploma",29,"Retail","Email",650,11,12730.89,"1",26110.25,1,8
"Male","Single",2,28,12294.52,"Master's",22,"Corporate","Phone",490,14,10003.26,"0",238284.31,2,9
"Female","Divorced",4,41,69261.04,"Bachelor's",1,"SME","Phone",348,9,4299.23,"1",48009.55,4,10
"Male","Single",4,36,71073.46,"Diploma",14,"Corporate","Phone",379,27,43237.48,"0",91057.75,1,4
"Male","Single",2,68,80287.63,"Bachelor's",26,"Retail","Email",605,2,5233.87,"0",125823.96,5,8
"Male","Married",4,71,8743.37,"Diploma",2,"Corporate","Email",838,23,40044.61,"0",9230.64,1,1
"Male","Married",1,52,86140.7,"High School",13,"Corporate","Phone",569,6,5268.7,"0",218603.46,3,10
"Male","Married",5,25,71532.41,"Bachelor's",11,"SME","Email",772,10,31741.58,"0",39555.69,1,4
"Male","Divorced",5,72,17863.79,"Master's",3,"Corporate","Phone",432,16,38504.04,"0",56689.55,3,3
"Female","Divorced",0,48,62422.57,"High School",27,"Corporate","Phone",765,30,16152.89,"0",122296.64,2,10
"Female","Single",3,55,27393.69,"High School",4,"Retail","Email",391,7,18675.54,"0",238585.79,3,8
"Male","Married",0,55,89389.05,"Bachelor's",22,"SME","Email",728,25,24999.48,"0",29415.77,2,0
"Female","Divorced",2,61,27766.55,"Master's",27,"Retail","Email",491,30,44256.54,"0",57611.38,2,2
"Female","Divorced",1,36,34957.58,"Master's",7,"SME","Phone",458,19,36499.98,"0",99162.46,1,2
"Male","Divorced",0,48,5217.16,"Diploma",3,"Corporate","Email",448,5,16694.13,"0",245379.35,4,3
"Female","Single",1,29,61990.46,"High School",12,"Corporate","Phone",636,7,17320.79,"0",147766.14,2,8
"Male","Married",1,40,55151.8,"Diploma",25,"Retail","Email",638,24,33709.88,"0",179095.58,2,9
"Female","Single",1,51,25685.83,"Master's",25,"SME","Phone",443,27,3581.25,"0",110539.18,3,4
"Male","Single",4,40,8845.46,"Bachelor's",13,"SME","Phone",379,26,9525.67,"0",176062.99,2,4
"Female","Married",0,43,53810.38,"Master's",2,"Corporate","Email",456,29,9844.14,"0",85661.4,2,8
"Male","Married",5,46,28261.99,"Master's",28,"Retail","Email",338,30,9332.51,"1",66923.5,3,8
"Female","Single",1,21,11197.98,"Bachelor's",30,"Retail","Email",664,2,40218.99,"0",216947.48,2,3
"Female","Single",4,34,75112.36,"Diploma",10,"SME","Phone",467,6,27318.23,"0",123029.7,3,0
"Female","Single",1,20,89452.25,"Diploma",25,"SME","Phone",584,8,19625.53,"0",86562.26,2,4
"Male","Divorced",2,34,84577.74,"Diploma",18,"Corporate","Email",748,13,24843.18,"0",39261.22,4,8
"Female","Single",2,26,41663.9,"Bachelor's",22,"SME","Email",708,19,8965.15,"0",179166.53,1,7
"Female","Divorced",3,61,16627.51,"Master's",12,"Corporate","Phone",494,11,28731.09,"0",64617.65,4,7
"Male","Divorced",5,61,66643.29,"High School",15,"Retail","Email",535,22,11817.2,"0",30814.79,4,3
"Female","Single",3,72,59191.95,"Bachelor's",16,"Retail","Email",439,29,49641.35,"0",109815.96,3,8
"Female","Divorced",0,62,84762.32,"Diploma",9,"Retail","Phone",774,27,10810.75,"0",224732.9,2,9
"Female","Married",2,19,90181.5,"Master's",22,"Retail","Phone",643,12,31809.08,"0",233177.16,5,4
"Male","Married",1,66,76195.96,"High School",5,"Retail","Email",385,5,29833.12,"0",87882.19,3,2
"Male","Divorced",4,34,15271.85,"Bachelor's",4,"Retail","Phone",351,25,21530.45,"0",57499.02,4,1
"Female","Married",5,56,34024.86,"Diploma",23,"Corporate","Email",781,10,4070.93,"0",87664.01,3,2
"Male","Divorced",3,53,65935.01,"Bachelor's",25,"Corporate","Phone",825,21,6072.04,"0",97186.43,4,1
"Male","Married",4,56,26682.48,"High School",21,"SME","Phone",776,8,4659.99,"0",93235.04,2,6
"Male","Married",0,21,5235.88,"Bachelor's",30,"Retail","Phone",741,30,24654.88,"0",87106.58,4,8
"Male","Married",1,20,59870.88,"Master's",29,"SME","Email",580,29,11178.76,"0",245456.55,4,5
"Male","Married",0,19,77690.93,"Master's",7,"SME","Phone",754,24,13120.01,"0",233654.34,5,3
"Male","Divorced",4,72,29307.66,"Master's",20,"Retail","Email",514,9,19856.93,"0",226131.89,5,6
"Male","Married",2,30,89211.26,"Bachelor's",24,"SME","Phone",581,6,36259.14,"0",6898.57,4,4
"Male","Married",1,19,88211.88,"Diploma",4,"SME","Email",548,23,1820.91,"0",219485.09,5,10
"Male","Married",5,40,42717.98,"Master's",13,"Retail","Email",429,22,1543.08,"0",136217.85,5,10
"Male","Single",0,61,13850.25,"Master's",14,"Corporate","Email",586,16,44495.48,"0",38568.65,4,8
"Male","Divorced",0,57,30780.22,"Diploma",27,"SME","Email",666,13,40750.99,"0",106506.4,4,1
"Female","Divorced",0,44,43301.58,"Diploma",19,"Corporate","Phone",337,11,29120.93,"0",245666.3,2,3
"Female","Divorced",5,56,74871.11,"Bachelor's",29,"SME","Email",566,7,42543.6,"0",94967.05,5,2
"Female","Married",2,51,97171.41,"High School",16,"Retail","Phone",634,25,29077.09,"0",119807.29,2,5
"Female","Married",2,57,87245.32,"Bachelor's",9,"Retail","Phone",414,9,24282.24,"0",141820.6,1,5
"Male","Married",3,46,23629.71,"Bachelor's",29,"SME","Phone",539,2,42406.11,"0",123756.56,4,3
"Female","Single",4,56,97358.82,"Bachelor's",9,"Corporate","Email",455,4,34718.32,"0",89287.26,1,3
"Male","Single",2,38,65678.06,"Diploma",20,"Corporate","Phone",759,14,36324.07,"0",68025.4,1,10
"Female","Single",5,50,36163.87,"High School",23,"Corporate","Phone",525,18,30166.46,"0",159062.09,1,5
"Male","Divorced",5,46,22998.58,"Diploma",6,"Retail","Phone",339,12,4142.18,"0",237020.35,4,7
"Male","Single",5,28,7171.86,"Diploma",11,"Corporate","Email",812,7,3377.05,"0",54064.48,3,3
"Male","Married",4,69,65467,"Diploma",14,"SME","Phone",386,5,44839.59,"0",239635.85,4,4
"Male","Divorced",2,40,42120.79,"Master's",12,"SME","Email",668,16,2599.14,"0",34757.65,4,5
"Female","Single",5,75,46179.21,"Bachelor's",22,"Retail","Email",794,26,30481.76,"0",224831.14,5,0
"Male","Divorced",3,71,60771.54,"High School",1,"Retail","Email",845,8,47152.62,"0",23487.86,4,3
"Male","Married",5,65,11041.87,"Bachelor's",22,"Corporate","Email",443,7,29391.32,"0",176585.26,1,10
"Male","Married",3,29,89172.67,"High School",15,"Retail","Phone",562,20,5433.09,"0",132352.74,5,6
"Female","Single",0,59,8629.48,"Diploma",3,"SME","Phone",369,25,36743.24,"0",236594.08,5,8
"Male","Married",2,55,7245.23,"High School",1,"Corporate","Email",402,25,16379.71,"0",204640.39,1,4
"Female","Divorced",1,49,6826.62,"Bachelor's",15,"SME","Email",637,1,31580.52,"0",21245.59,4,0
"Female","Married",2,23,24920.91,"Diploma",5,"Corporate","Phone",757,24,4512.33,"0",24964.94,5,4
"Male","Married",4,32,89097.91,"High School",17,"SME","Phone",365,3,38894.35,"0",86546.76,5,8
"Female","Divorced",4,31,85869.15,"High School",23,"Corporate","Email",571,2,9852.88,"0",193389.68,5,3
"Male","Single",5,19,89003.74,"Master's",15,"SME","Email",568,1,13544.3,"0",239304.96,1,6
"Female","Single",0,23,85250.49,"Diploma",25,"Retail","Phone",386,23,27542.68,"0",47331.34,4,4
"Male","Single",2,68,17159.77,"Bachelor's",19,"Corporate","Email",762,22,10065.41,"0",68471.68,5,5
"Male","Married",3,42,39702.96,"Bachelor's",16,"Corporate","Email",783,18,25233.08,"0",83074.63,2,10
"Male","Divorced",1,31,5251.67,"Diploma",27,"Corporate","Phone",599,1,45559.08,"0",245164.07,1,5
"Female","Married",2,49,47393.87,"Bachelor's",19,"Retail","Email",493,23,44870.82,"1",29046.56,1,8
"Male","Single",3,70,21196.14,"Master's",12,"SME","Phone",534,11,3994.81,"1",5497.3,2,9
"Female","Single",0,31,7853.04,"Bachelor's",20,"Corporate","Phone",742,26,45443.7,"0",81825.68,1,5
"Male","Married",0,41,15960.81,"High School",1,"Corporate","Phone",419,4,34077.09,"0",129707.93,5,5
"Female","Married",2,42,85055.66,"Diploma",1,"Corporate","Phone",847,15,37699.93,"0",183354.43,3,4
"Female","Married",4,54,67729.47,"Diploma",10,"Corporate","Email",539,19,38979.02,"0",138445.7,3,6
"Female","Divorced",0,38,21316.75,"Master's",29,"Corporate","Phone",732,1,35175.51,"0",183191.44,1,2
"Male","Single",4,72,62712.13,"Bachelor's",28,"Retail","Email",364,11,49091.28,"1",22064.67,1,7
"Male","Married",1,44,88056.16,"Master's",12,"Corporate","Phone",315,18,7847.1,"0",83404.03,2,1
"Male","Married",2,69,32745.37,"Bachelor's",24,"SME","Phone",326,13,8345.27,"0",236067.7,1,0
"Male","Divorced",2,34,74837.77,"Bachelor's",30,"SME","Email",587,20,32563.25,"0",112301.54,3,9
"Male","Single",1,33,99342,"High School",15,"Retail","Phone",620,3,32147.34,"0",118497.06,5,8
"Female","Divorced",1,74,75894.95,"Diploma",5,"SME","Phone",501,25,11180.23,"0",114580.33,1,7
"Male","Divorced",2,55,54304.86,"Diploma",10,"SME","Phone",483,26,26398.58,"0",219914.46,3,0
"Female","Married",0,41,59883.77,"Master's",25,"SME","Email",484,11,42538.56,"0",189032.67,3,9
"Male","Married",5,63,58002.18,"Bachelor's",21,"SME","Email",768,25,14169.83,"0",44654.33,1,6
"Female","Single",2,37,28376.36,"Bachelor's",19,"Retail","Email",508,29,8101.52,"0",215450.24,1,4
"Male","Divorced",0,51,36295.26,"Bachelor's",29,"Corporate","Phone",374,4,2564,"0",221135.99,3,5
"Male","Married",4,26,55713.01,"Master's",19,"Retail","Email",478,15,31692.01,"0",17632.21,5,5
"Female","Married",1,30,36831.8,"Master's",15,"SME","Email",380,7,2634.55,"0",23688.98,4,3
"Male","Divorced",1,22,50992.46,"Master's",9,"Corporate","Email",576,30,26523.18,"0",188432.16,4,7
"Female","Married",0,61,5540.42,"High School",30,"SME","Phone",373,12,36157.58,"0",128941.36,2,2
"Male","Single",5,23,36331.64,"Bachelor's",28,"SME","Phone",818,30,9636.6,"0",128688.71,3,1
"Female","Divorced",1,56,81829.41,"High School",8,"Corporate","Email",492,11,29827.59,"0",77261.38,4,9
"Female","Married",1,22,87462.81,"Master's",28,"Corporate","Email",497,13,26946.63,"1",17150.66,1,5
"Female","Single",1,37,75108.3,"Bachelor's",20,"SME","Email",813,1,16496.56,"0",135030.49,4,4
"Female","Single",0,65,90613.96,"High School",21,"Retail","Phone",476,10,38327.7,"0",179134.02,3,1
"Female","Married",5,44,29139.91,"Diploma",5,"SME","Email",552,11,3700.27,"0",154711.08,1,3
"Female","Single",3,60,81999.79,"Diploma",3,"SME","Phone",354,19,21151.77,"0",34164.3,4,1
"Female","Single",3,48,40611.87,"Bachelor's",10,"Corporate","Phone",446,28,29364.1,"0",117014.97,1,5
"Female","Married",4,46,42485.83,"High School",1,"Corporate","Phone",536,13,19854.52,"0",113883.79,3,9
"Male","Married",5,46,74084.97,"Diploma",29,"SME","Email",650,14,11910.73,"0",187190.18,5,1
"Female","Single",4,50,85299.85,"Master's",1,"SME","Email",802,29,5921.11,"0",145245.1,4,3
"Male","Single",0,61,96922.29,"High School",9,"Corporate","Phone",454,13,11108.11,"0",208127.92,3,4
"Male","Single",5,30,21952.78,"High School",23,"SME","Email",830,12,15336.11,"0",79970.75,5,6
"Female","Married",4,20,44134.74,"Diploma",15,"SME","Email",635,26,36101.39,"0",105843.39,4,5
"Male","Divorced",3,54,27482.96,"Master's",5,"Corporate","Phone",817,2,13614.18,"0",100826.8,1,0
"Female","Single",1,71,22978.48,"Master's",11,"Retail","Email",794,6,40722.02,"1",52250.61,1,10
"Female","Married",2,59,99051.5,"High School",28,"SME","Phone",329,21,29284.23,"0",224203.17,4,0
"Female","Single",2,36,48497.43,"High School",19,"Corporate","Phone",841,6,11581.73,"0",173557.63,3,8
"Female","Divorced",5,75,89719.23,"High School",28,"Retail","Email",592,21,12511.06,"0",225900.23,3,5
"Female","Divorced",1,70,74899.99,"Diploma",22,"Retail","Phone",415,10,18472.37,"0",159247.87,4,10
"Female","Married",0,67,87908.5,"Bachelor's",14,"Retail","Phone",813,1,27648.1,"0",44276.86,5,7
"Female","Divorced",1,39,11397.7,"Master's",30,"Retail","Email",421,20,39525.24,"0",72736.43,2,2
"Male","Single",0,55,36014.78,"Bachelor's",28,"SME","Phone",764,19,14802.4,"1",30463,2,9
"Male","Divorced",4,75,92264.14,"Bachelor's",10,"Corporate","Email",403,13,9753.86,"0",165942.45,4,0
"Male","Married",5,73,81912.77,"Bachelor's",10,"SME","Email",426,18,3884.9,"0",96274.38,4,3
"Male","Married",3,57,13627.45,"High School",25,"Retail","Phone",386,13,37011.98,"0",119533.49,2,5
"Male","Divorced",5,63,64551.82,"Bachelor's",4,"SME","Phone",801,19,29211.38,"0",52459.64,1,5
"Female","Single",2,22,31470.01,"Diploma",22,"SME","Email",669,28,16543.25,"0",39836.23,5,4
"Male","Divorced",4,62,78961.58,"High School",5,"Corporate","Email",613,11,31792.7,"0",228361.56,1,7
"Male","Married",1,51,60267,"Master's",5,"Corporate","Email",300,29,18238.54,"0",166183.18,1,10
"Female","Divorced",2,36,61051.17,"Master's",25,"Retail","Email",422,21,18953.77,"1",25331.14,1,3
"Male","Divorced",4,22,18705.92,"Bachelor's",9,"Retail","Email",336,16,11589.67,"0",191658.53,3,7
"Male","Married",1,35,16598.43,"Master's",23,"Retail","Email",526,12,1861.02,"0",126185.82,3,8
"Male","Divorced",4,59,19407.5,"Bachelor's",22,"Retail","Phone",386,29,47316.83,"0",35785.16,2,1
"Male","Married",3,56,24062.21,"Master's",14,"SME","Phone",691,24,47418.47,"0",158622.37,1,5
"Female","Divorced",1,22,15265.92,"High School",17,"Corporate","Email",322,9,41867.91,"0",77682.13,5,10
"Male","Divorced",0,22,85706.3,"Diploma",12,"Corporate","Email",779,17,27522.8,"0",90554.34,2,5
"Male","Married",3,46,51268.83,"Master's",13,"Corporate","Email",325,11,29396.15,"1",342.2,5,2
"Male","Divorced",2,41,63248.42,"Bachelor's",10,"Retail","Email",456,20,46777.33,"0",206748.77,1,6
"Female","Single",3,19,5434.14,"Bachelor's",29,"Retail","Email",562,1,8150.1,"0",197201.11,1,3
"Female","Married",2,39,64919.3,"Diploma",20,"SME","Phone",668,19,34814.35,"0",128176.92,1,0
"Male","Married",1,19,39936.53,"Master's",18,"Corporate","Email",833,15,41601.81,"0",166042.53,5,5
"Male","Married",3,39,5393.93,"Master's",25,"SME","Phone",721,21,1343.95,"0",178870.64,1,10
"Male","Married",4,60,30648.34,"High School",2,"Corporate","Email",574,29,26092.15,"1",525.74,2,2
"Female","Single",5,58,85570.86,"Diploma",21,"Retail","Email",492,5,44198.31,"1",73763.28,2,9
"Female","Divorced",4,45,58422.34,"Bachelor's",3,"Retail","Phone",557,2,3702.85,"0",92937.07,1,6
"Male","Single",0,68,26059.69,"Bachelor's",21,"Corporate","Email",410,10,20341.51,"0",100953.68,2,9
"Male","Married",5,60,22390.13,"High School",15,"Retail","Phone",327,16,28145.76,"0",107984.54,4,6
"Male","Divorced",5,55,64788.03,"Diploma",10,"SME","Email",309,2,39614.54,"1",4987.95,2,10
"Male","Married",5,65,32986.86,"Bachelor's",2,"Retail","Email",447,10,11393.7,"0",152970.06,4,3
"Male","Divorced",1,49,37514.19,"Bachelor's",9,"SME","Phone",377,3,26276.21,"0",248654.68,2,2
"Female","Divorced",5,55,49332.43,"High School",23,"Corporate","Phone",387,16,24030.28,"0",163498.42,4,4
"Female","Divorced",3,73,22166.59,"High School",6,"SME","Email",430,20,4657.61,"0",193898.27,4,2
"Female","Married",0,55,54012.35,"Bachelor's",18,"Corporate","Phone",744,19,24347.01,"0",42609.75,5,3
"Female","Married",2,60,99277.52,"Master's",15,"SME","Phone",813,22,48060.99,"0",25023.06,3,1
"Male","Married",1,60,82486.74,"Diploma",15,"SME","Phone",722,19,28630.06,"0",83556.51,4,4
"Female","Married",4,41,35687.66,"Bachelor's",25,"Retail","Email",754,24,45224.98,"0",123440.14,4,0
"Female","Divorced",1,75,63969.12,"Master's",8,"Corporate","Phone",452,18,14376.59,"1",11891.73,2,5
"Female","Divorced",5,29,29707.06,"High School",11,"SME","Email",442,28,31179.76,"0",50076.66,1,1
"Female","Married",0,64,20611.12,"Diploma",15,"Corporate","Phone",818,4,32567.43,"0",151105.22,2,5
"Male","Divorced",5,30,49093.44,"Master's",23,"Corporate","Phone",431,17,13573.68,"0",56156.1,5,5
"Female","Married",0,46,27145.59,"Bachelor's",18,"Corporate","Email",420,15,28189.1,"0",191660.91,1,4
"Male","Divorced",0,58,73664.01,"Bachelor's",14,"SME","Email",473,4,41920.94,"0",235097.06,2,8
"Female","Married",0,47,59701.22,"Diploma",19,"Corporate","Email",571,3,43279.14,"0",106632.96,2,0
"Female","Married",0,18,89323.1,"Diploma",12,"SME","Email",700,8,33975.12,"0",46723.55,4,6
"Male","Divorced",4,55,53453.56,"Diploma",19,"SME","Email",351,8,12165.41,"1",31305.52,2,3
"Female","Married",0,48,73460.36,"High School",23,"SME","Email",840,1,14075.95,"0",104597.86,2,0
"Male","Single",1,27,32698.99,"Bachelor's",27,"SME","Email",311,20,3892.87,"1",9891.6,3,7
"Male","Single",3,58,33687.76,"High School",27,"SME","Phone",735,15,15856.69,"1",31717.01,3,9
"Male","Married",0,74,33689.74,"Bachelor's",17,"Retail","Email",381,30,12531.68,"0",104545.81,2,3
"Male","Divorced",3,57,47800.95,"Bachelor's",4,"Retail","Email",752,1,36268.7,"0",69770.39,2,3
"Male","Married",4,23,87509.42,"Diploma",17,"Corporate","Phone",680,30,10498.49,"0",57422.34,3,1
"Female","Divorced",1,40,27843.71,"Diploma",22,"SME","Phone",594,6,30010.68,"0",234240.67,5,8
"Female","Married",4,76,34754.07,"Bachelor's",10,"SME","Phone",638,6,42961.38,"0",98913.05,5,10
"Female","Divorced",2,70,95188.68,"Bachelor's",22,"SME","Phone",791,11,6375.31,"0",213587.12,2,4
"Female","Single",0,35,91920.07,"Diploma",4,"Retail","Email",713,5,16308.16,"1",6957.85,1,1
"Male","Married",5,63,69307.14,"High School",6,"Corporate","Email",594,21,28745.22,"0",188241.98,5,6
"Female","Single",4,20,27666.89,"Diploma",24,"Retail","Phone",466,13,23782.35,"0",222909.13,2,8
"Male","Divorced",2,38,12476.12,"High School",4,"SME","Phone",645,10,3191.02,"0",82230.25,5,4
"Female","Single",0,35,96157.76,"Bachelor's",2,"SME","Email",607,14,17628.34,"0",8596.48,4,1
"Female","Single",2,58,6984.88,"Diploma",14,"Retail","Phone",532,3,26716.62,"0",195850.33,2,9
"Male","Divorced",2,20,8055.95,"High School",25,"Retail","Phone",560,5,23142.14,"0",6586.92,4,1
"Female","Single",4,69,90939.96,"Diploma",17,"Retail","Email",575,29,8708.44,"0",42373.75,2,3
"Female","Single",3,43,41560.09,"Diploma",1,"SME","Phone",482,19,29448.47,"1",43088.17,1,9
"Male","Single",1,37,49131.1,"High School",13,"SME","Phone",832,21,26166.22,"0",43108.4,1,4
"Female","Divorced",0,75,87774.95,"High School",4,"Retail","Email",621,4,39138.18,"0",181428.1,3,1
"Male","Single",5,72,89041.64,"High School",18,"Retail","Email",599,27,46179.28,"0",220858.42,3,10
"Female","Married",1,19,94040.47,"High School",13,"Corporate","Phone",655,10,35294.03,"0",208033.86,2,10
"Female","Married",2,39,85474.69,"Bachelor's",11,"Corporate","Phone",339,8,16360.64,"0",44809.11,5,6
"Female","Married",3,27,87493.64,"Bachelor's",4,"SME","Email",740,1,48328.3,"0",197709.76,4,9
"Female","Single",1,51,97586.64,"Bachelor's",5,"SME","Email",614,16,32734.58,"0",122585.12,3,9
"Female","Divorced",1,28,12706.39,"Bachelor's",30,"Retail","Phone",470,16,24617.17,"0",47794.4,1,2
"Male","Single",0,34,53059.26,"Master's",13,"Retail","Phone",486,16,11963.17,"0",219704.96,4,2
"Male","Single",1,40,30330.96,"High School",8,"SME","Phone",562,13,16581.19,"1",14281.93,3,7
"Male","Divorced",4,70,24832.99,"Master's",7,"Retail","Phone",748,1,10143.83,"0",232474.44,2,1
"Female","Married",2,71,89122.74,"High School",14,"SME","Phone",602,8,4851.86,"0",92781.31,2,7
"Female","Single",4,55,24837.19,"Diploma",3,"SME","Email",659,17,36446.61,"0",101142.72,3,4
"Male","Divorced",5,56,93932.27,"Master's",12,"SME","Phone",363,19,20997.28,"0",120930.53,3,1
"Male","Single",3,52,81355.21,"Master's",6,"SME","Phone",735,12,34172.29,"0",48302.93,2,9
"Male","Divorced",3,69,6195.22,"Master's",22,"Retail","Email",521,7,23842.25,"0",45032.88,4,1
"Female","Divorced",3,75,39925.9,"Bachelor's",25,"Corporate","Email",610,22,36488.2,"0",157524.19,2,1
"Male","Divorced",5,24,15066.24,"Master's",24,"SME","Email",409,12,44602.32,"0",238576.02,1,1
"Female","Single",3,66,24992.38,"Diploma",5,"SME","Phone",785,13,17553.78,"0",224887.97,2,10
"Male","Single",4,43,41699.63,"High School",2,"Corporate","Email",800,8,33548.26,"0",54225.18,2,2
"Female","Divorced",3,25,5846.14,"Diploma",7,"Corporate","Email",850,8,41659.75,"0",20380.09,2,0
"Male","Divorced",5,51,12868.98,"Master's",23,"Corporate","Email",516,17,27529.7,"0",177712.87,5,8
"Female","Married",1,60,59500.59,"Bachelor's",10,"SME","Phone",666,11,24699.19,"0",132251.3,4,1
"Male","Divorced",2,36,14152.51,"Master's",3,"Corporate","Email",806,25,34641.03,"0",150221.17,4,5
"Female","Single",4,48,43360.26,"Bachelor's",25,"Retail","Phone",563,25,10404.09,"0",115569.69,3,3
"Male","Married",4,71,72769.99,"Master's",30,"Retail","Email",772,5,12088.8,"0",140825.67,5,10
"Male","Divorced",4,47,28616.99,"High School",13,"Corporate","Email",428,3,31116.3,"0",184280.06,2,9
"Male","Married",3,74,23609.8,"High School",24,"Corporate","Phone",734,19,19534.67,"0",201345.15,2,7
"Male","Single",5,34,55648.12,"High School",9,"SME","Email",427,28,31189.65,"1",434.67,3,4
"Female","Divorced",4,46,89624.27,"Master's",5,"SME","Phone",591,24,33319.86,"0",24719.35,1,0
"Female","Single",5,72,39326.02,"Diploma",13,"Corporate","Email",334,25,24566.83,"0",225414.91,3,6
"Male","Divorced",4,70,90818.53,"Bachelor's",17,"Retail","Phone",795,20,36780.19,"0",111789.22,2,9
"Female","Single",5,60,97972.11,"Bachelor's",22,"Corporate","Email",719,6,15316.29,"0",199990.38,4,7
"Female","Divorced",0,71,29720.09,"Master's",11,"Corporate","Email",769,12,12659.65,"0",183641.86,4,2
"Male","Divorced",0,33,60708.54,"Bachelor's",17,"Retail","Phone",740,3,40515.91,"0",163711.92,5,3
"Female","Single",4,45,11038.07,"Bachelor's",5,"Retail","Email",772,4,49211.93,"0",223556.36,1,2
"Male","Divorced",1,67,93246.2,"Bachelor's",27,"SME","Email",743,28,27973.06,"0",167088.44,4,4
"Female","Single",4,54,53589.39,"Diploma",8,"Retail","Email",584,7,34935.78,"0",241192.02,2,4
"Male","Married",5,64,86719.78,"Diploma",11,"SME","Email",334,1,9388.69,"0",47971.69,5,2
"Male","Divorced",1,33,34006.02,"Diploma",20,"Retail","Email",555,17,17386.36,"0",110566.25,1,10
"Male","Divorced",5,31,12399.81,"Bachelor's",29,"Retail","Email",656,23,18401.42,"0",52322.26,3,4
"Male","Divorced",3,43,77655.53,"Master's",21,"SME","Phone",571,20,25566.83,"0",42657.81,1,3
"Female","Divorced",5,40,66517.95,"Bachelor's",27,"Corporate","Email",849,21,1740.57,"0",7063.94,1,1
"Male","Single",0,39,23296.54,"High School",10,"Corporate","Email",480,15,39994.28,"0",233376.35,3,9
"Male","Single",1,61,29920.45,"Bachelor's",2,"Retail","Phone",553,29,7586.64,"0",99576.16,2,9
"Male","Divorced",4,52,86402.43,"Diploma",5,"Retail","Email",781,2,3873.68,"0",156726.18,5,9
"Female","Single",1,75,56655.04,"Master's",29,"Corporate","Email",337,22,17975.22,"0",148710.96,1,9
"Male","Married",0,42,49588.66,"High School",9,"Retail","Phone",312,17,8968.39,"1",20075.61,1,9
"Female","Divorced",1,50,85230.39,"Diploma",8,"Retail","Phone",361,27,13966.68,"0",217482.24,1,4
"Female","Single",3,45,31804.25,"High School",11,"Retail","Phone",522,3,4922.41,"0",211265.22,5,0
"Male","Single",1,68,79896.75,"High School",6,"Corporate","Phone",654,5,34252.74,"0",118272.74,4,0
"Male","Married",0,72,34254.04,"Diploma",10,"SME","Phone",337,20,28098.68,"0",107243.81,3,7
"Female","Single",1,20,68548.05,"Diploma",11,"Retail","Email",330,7,29574.31,"0",190956.38,4,1
"Female","Married",0,21,71781.09,"Bachelor's",28,"Retail","Email",453,23,22728.64,"1",9061,4,5
"Male","Married",3,27,68824.88,"Master's",12,"Retail","Phone",616,28,36601.1,"0",62682.45,5,5
"Male","Single",2,62,81568.11,"Diploma",15,"SME","Phone",766,4,37027.32,"0",71063.65,4,6
"Female","Single",3,65,94910.67,"Bachelor's",11,"Corporate","Phone",560,28,46302.38,"0",126948.19,5,3
"Female","Divorced",2,44,80829.07,"High School",17,"Retail","Phone",494,19,7474.79,"1",8316.79,2,10
"Male","Divorced",0,56,96164.95,"High School",18,"Corporate","Phone",785,12,20876.37,"0",143865.9,5,5
"Female","Married",2,32,54890.64,"High School",1,"Corporate","Email",590,11,35238.86,"0",209902.18,4,7
"Male","Divorced",1,19,23093.05,"Master's",30,"Retail","Phone",551,1,27702.34,"1",31674.27,4,9
"Male","Single",5,63,37137.38,"Diploma",13,"Corporate","Phone",430,25,1072.57,"0",212462.04,2,2
"Female","Divorced",0,26,68080.04,"High School",30,"Retail","Phone",793,30,12745.89,"0",211570.58,2,6
"Female","Married",3,55,83261.05,"Master's",9,"SME","Phone",492,13,7194.52,"0",120756.59,1,10
"Female","Divorced",2,75,38338.87,"Diploma",4,"SME","Email",703,3,13513.55,"0",149238.02,3,4
"Male","Divorced",1,20,71635.94,"Bachelor's",10,"SME","Phone",755,10,30032.39,"0",126325.62,1,6
"Male","Single",4,63,25760.49,"Master's",17,"Retail","Phone",791,4,1761.44,"0",231985.99,2,4
"Male","Divorced",0,32,54164.61,"Diploma",3,"SME","Phone",682,1,6980.38,"0",170760.07,4,9
"Female","Divorced",0,47,98956.09,"Bachelor's",9,"Retail","Phone",843,2,39055.63,"0",168297.17,2,1
"Male","Married",1,58,82047.35,"High School",9,"Retail","Phone",501,27,47541.64,"0",128026.97,5,4
"Male","Married",2,58,26825.31,"Master's",23,"SME","Phone",415,26,3836.5,"0",53444.85,3,3
"Female","Single",3,30,39995.94,"Diploma",15,"SME","Phone",462,17,14500.31,"0",68053.72,5,10
"Male","Single",0,75,31895.8,"Bachelor's",5,"Retail","Email",354,18,39248.46,"1",47474.84,2,8
"Male","Divorced",1,45,79998.52,"Master's",13,"Retail","Phone",584,7,42969.98,"0",199363.01,3,10
"Male","Divorced",1,32,90951.88,"Bachelor's",13,"SME","Phone",701,6,5053.69,"0",161769.94,1,9
"Female","Divorced",5,40,92821.87,"Master's",27,"Corporate","Phone",431,23,9785.21,"0",186200.67,3,8
"Male","Married",2,29,60018.95,"Bachelor's",13,"SME","Phone",371,18,15760.92,"1",13261.42,2,9
